,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,Timestamp
8,5805,Avalanche,AVAX,avalanche,653,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,367068682.2199238,435101592.2199238,False,,9,,,,2024-01-31T05:49:00.000Z,34.949555483692414,664350665.37917,-4.5219,-0.0068318,-2.56065924,16.77364723,-8.83441724,58.217705,190.87933696,12828887275.571085,0.776,25163679948.26,,2024-01-31T05:49:00.000Z,,,,,,2024-01-31 16:51:19.422030
9,74,Dogecoin,DOGE,dogecoin,886,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142874726383.70523,142874726383.70523,True,,10,,,,2024-01-31T05:50:00.000Z,0.08002317491751866,325012178.9926207,-42.646,-0.06843915,-1.57781633,1.56875962,-10.34722345,-5.09168307,16.26343268,11433289220.695862,0.6914,11433289220.7,,2024-01-31T05:50:00.000Z,,,,,,2024-01-31 16:51:19.422030
10,1958,TRON,TRX,tron,921,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88140585764.39207,88140607987.17664,True,,11,71659659264.0,8068250003.178902,,2024-01-31T05:49:00.000Z,0.11259124151644112,220175934.8547975,-18.7894,0.26067531,0.28039147,5.10287225,5.81277774,8.95599524,12.16923463,9923857979.19926,0.5999,9923860481.29,,2024-01-31T05:49:00.000Z,,,,,,2024-01-31 16:51:19.422030
11,1975,Chainlink,LINK,chainlink,1601,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,12,,,,2024-01-31T05:49:00.000Z,15.89491992289773,682613980.6865151,59.1705,-0.69931519,5.7405733,12.54321412,6.08349123,3.79560435,39.88735424,9029903538.547611,0.546,15894919922.9,,2024-01-31T05:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-01-31 16:51:19.422030
12,6636,Polkadot,DOT,polkadot-new,679,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1273651252.306437,1405911754.0147886,True,,13,,,,2024-01-31T05:49:00.000Z,6.840508478612288,206852414.83270392,-36.8557,0.56732393,-2.05656932,8.13383936,-16.01946987,25.0180791,46.88777996,8712422190.197342,0.527,9617151273.52,,2024-01-31T05:49:00.000Z,,,,,,2024-01-31 16:51:19.422030
13,3890,Polygon,MATIC,polygon,1263,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9603197469.087326,10000000000.0,False,,14,,,,2024-01-31T05:49:00.000Z,0.819486974325342,343063322.50760734,9.0498,1.67109047,1.33255095,13.62100985,-14.84311472,1.32054878,22.8144031,7869695237.791155,0.476,8194869743.25,,2024-01-31T05:49:00.000Z,,,,,,2024-01-31 16:51:19.422030
14,11419,Toncoin,TON,toncoin,197,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3457848339.3951774,5102130896.821065,True,,15,3414166606.0,7122738202.952175,,2024-01-31T05:50:00.000Z,2.086230411379103,25907123.47681486,17.9501,0.33193121,-1.51772086,-1.51843874,-11.10176603,-13.82087918,-4.25334825,7213868363.582949,0.4362,10644220639.79,,2024-01-31T05:50:00.000Z,,,,,,2024-01-31 16:51:19.422030
0,1,Bitcoin,BTC,bitcoin,10802,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19613731.0,19613731.0,False,,1,,,,2024-01-31T05:50:00.000Z,43015.675820817334,22839628561.41942,1.7175,0.20180017,-0.8127746,8.24971546,1.77835702,10.82173121,22.05008638,843697894332.7153,51.0169,903329192237.16,,2024-01-31T05:50:00.000Z,,,,,,2024-01-31 16:51:19.422030
1,1027,Ethereum,ETH,ethereum,8346,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120182821.04902385,120182821.04902385,True,,2,,,,2024-01-31T05:50:00.000Z,2338.5417803992063,10425658537.483244,11.9788,-0.06782462,1.45669991,5.16776197,2.72052954,11.53464825,27.11065545,281052548309.3834,16.9947,281052548309.38,,2024-01-31T05:50:00.000Z,,,,,,2024-01-31 16:51:19.422030
2,825,Tether USDt,USDT,tether,73581,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,96199943447.84976,99600769237.96013,True,,3,,,,2024-01-31T05:49:00.000Z,0.9995925499979765,41166669872.87122,7.8673,-0.0149099,-0.03117952,0.03602231,-0.0772254,-0.0582205,-0.09299072,96160746780.69728,5.8165,99560186904.33,,2024-01-31T05:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-01-31 16:51:19.422030
3,1839,BNB,BNB,bnb,2045,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149547114.71549386,149547114.71549386,False,,4,,,,2024-01-31T05:49:00.000Z,306.33045410048743,766147826.60703,-8.8041,-0.10414105,-1.55418287,4.1588722,-0.93428423,33.72564382,34.03220899,45810835560.21492,2.7712,45810835560.21,,2024-01-31T05:49:00.000Z,,,,,,2024-01-31 16:51:19.422030
4,5426,Solana,SOL,solana,620,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,435752310.91212547,568387060.7455424,True,,5,,,,2024-01-31T05:50:00.000Z,101.49639853747682,3536298971.932687,26.5737,1.19082039,-1.15059711,19.86982499,-0.48757304,65.23034347,142.54535733,44227290211.9636,2.6734,57689239640.97,,2024-01-31T05:50:00.000Z,,,,,,2024-01-31 16:51:19.422030
5,52,XRP,XRP,xrp,1219,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54374512255.0,99987956150.0,False,,6,,,,2024-01-31T05:50:00.000Z,0.5114183868347825,1783834608.0113566,96.9864,-0.13519493,-4.40440058,-0.64658843,-16.30908776,-16.72969497,-15.51848066,27808125342.38021,1.6815,51141838683.48,,2024-01-31T05:50:00.000Z,,,,,,2024-01-31 16:51:19.422030
6,3408,USDC,USDC,usd-coin,16465,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26696097516.46061,26696097516.46061,False,,7,,,,2024-01-31T05:50:00.000Z,1.000281998876173,5835998073.866993,13.6923,0.02497301,0.00773725,0.01259639,-0.01214005,0.04059541,0.03402715,26703625785.958458,1.6143,26703625785.96,,2024-01-31T05:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-31 16:51:19.422030
7,2010,Cardano,ADA,cardano,1050,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35423502481.959,36585743945.107,False,,8,,,,2024-01-31T05:49:00.000Z,0.5109827386776703,448176824.26932496,-13.529,-0.09196874,-3.34405015,9.42528407,-14.0472328,32.26380649,67.49127676,18100798311.78666,1.0945,22994223240.5,,2024-01-31T05:49:00.000Z,,,,,,2024-01-31 16:51:19.422030
8,5805,Avalanche,AVAX,avalanche,653,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,367068682.2199238,435101592.2199238,False,,9,,,,2024-01-31T05:49:00.000Z,34.949555483692414,664350665.37917,-4.5219,-0.0068318,-2.56065924,16.77364723,-8.83441724,58.217705,190.87933696,12828887275.571085,0.776,25163679948.26,,2024-01-31T05:49:00.000Z,,,,,,2024-01-31 16:51:19.422030
9,74,Dogecoin,DOGE,dogecoin,886,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142874726383.70523,142874726383.70523,True,,10,,,,2024-01-31T05:50:00.000Z,0.08002317491751866,325012178.9926207,-42.646,-0.06843915,-1.57781633,1.56875962,-10.34722345,-5.09168307,16.26343268,11433289220.695862,0.6914,11433289220.7,,2024-01-31T05:50:00.000Z,,,,,,2024-01-31 16:51:19.422030
10,1958,TRON,TRX,tron,921,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88140585764.39207,88140607987.17664,True,,11,71659659264.0,8068250003.178902,,2024-01-31T05:49:00.000Z,0.11259124151644112,220175934.8547975,-18.7894,0.26067531,0.28039147,5.10287225,5.81277774,8.95599524,12.16923463,9923857979.19926,0.5999,9923860481.29,,2024-01-31T05:49:00.000Z,,,,,,2024-01-31 16:51:19.422030
11,1975,Chainlink,LINK,chainlink,1601,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,12,,,,2024-01-31T05:49:00.000Z,15.89491992289773,682613980.6865151,59.1705,-0.69931519,5.7405733,12.54321412,6.08349123,3.79560435,39.88735424,9029903538.547611,0.546,15894919922.9,,2024-01-31T05:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-01-31 16:51:19.422030
12,6636,Polkadot,DOT,polkadot-new,679,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1273651252.306437,1405911754.0147886,True,,13,,,,2024-01-31T05:49:00.000Z,6.840508478612288,206852414.83270392,-36.8557,0.56732393,-2.05656932,8.13383936,-16.01946987,25.0180791,46.88777996,8712422190.197342,0.527,9617151273.52,,2024-01-31T05:49:00.000Z,,,,,,2024-01-31 16:51:19.422030
13,3890,Polygon,MATIC,polygon,1263,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9603197469.087326,10000000000.0,False,,14,,,,2024-01-31T05:49:00.000Z,0.819486974325342,343063322.50760734,9.0498,1.67109047,1.33255095,13.62100985,-14.84311472,1.32054878,22.8144031,7869695237.791155,0.476,8194869743.25,,2024-01-31T05:49:00.000Z,,,,,,2024-01-31 16:51:19.422030
14,11419,Toncoin,TON,toncoin,197,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3457848339.3951774,5102130896.821065,True,,15,3414166606.0,7122738202.952175,,2024-01-31T05:50:00.000Z,2.086230411379103,25907123.47681486,17.9501,0.33193121,-1.51772086,-1.51843874,-11.10176603,-13.82087918,-4.25334825,7213868363.582949,0.4362,10644220639.79,,2024-01-31T05:50:00.000Z,,,,,,2024-01-31 16:51:19.422030
0,1,Bitcoin,BTC,bitcoin,10802,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19613731.0,19613731.0,False,,1,,,,2024-01-31T05:51:00.000Z,43022.657249247735,22842549151.09873,1.7321,0.20238886,-0.78114931,8.28812857,1.85599323,10.84780472,22.0894809,843834826191.9451,51.0252,903475802234.2,,2024-01-31T05:51:00.000Z,,,,,,2024-01-31 16:52:19.996110
1,1027,Ethereum,ETH,ethereum,8346,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120182821.04902385,120182821.04902385,True,,2,,,,2024-01-31T05:51:00.000Z,2339.6592075151634,10426866877.081331,11.9952,-0.05243915,1.51486933,5.23005686,2.82004526,11.59660575,27.21046325,281186843852.49585,17.0029,281186843852.5,,2024-01-31T05:51:00.000Z,,,,,,2024-01-31 16:52:19.996110
2,825,Tether USDt,USDT,tether,73582,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,96199943447.84976,99600769237.96013,True,,3,,,,2024-01-31T05:50:00.000Z,0.9996828272666684,41175786042.07288,7.8992,0.00761213,-0.02409254,0.03699111,-0.07098625,-0.06399361,-0.08616272,96169431448.84006,5.817,99569178589.74,,2024-01-31T05:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-01-31 16:52:19.996110
3,1839,BNB,BNB,bnb,2045,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149547114.71549386,149547114.71549386,False,,4,,,,2024-01-31T05:50:00.000Z,306.34446035931734,766542876.4011049,-8.7689,-0.09142801,-1.54931423,4.16175515,-0.91681966,33.72459418,34.06321024,45812930155.81089,2.7693,45812930155.81,,2024-01-31T05:50:00.000Z,,,,,,2024-01-31 16:52:19.996110
4,5426,Solana,SOL,solana,620,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,435752310.91212547,568387060.7455424,True,,5,,,,2024-01-31T05:51:00.000Z,101.4956603259121,3536323301.3087254,26.5583,1.17687459,-1.08035311,19.89803851,-0.46518432,65.22461815,142.65956841,44226968534.56833,2.6734,57688820051.07,,2024-01-31T05:51:00.000Z,,,,,,2024-01-31 16:52:19.996110
5,52,XRP,XRP,xrp,1219,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54374512255.0,99987956150.0,False,,6,,,,2024-01-31T05:51:00.000Z,0.5114264727277159,1783898938.4856503,97.0247,-0.13761905,-4.39929125,-0.63760659,-16.30178209,-16.72510345,-15.513545,27808565008.864613,1.6815,51142647272.77,,2024-01-31T05:51:00.000Z,,,,,,2024-01-31 16:52:19.996110
6,3408,USDC,USDC,usd-coin,16465,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26696097516.46061,26696097516.46061,False,,7,,,,2024-01-31T05:51:00.000Z,1.0000949654445408,5836662080.301173,13.7076,-0.00072091,-0.00445954,0.00633922,-0.02386375,0.01808643,0.01781275,26698632723.228764,1.614,26698632723.23,,2024-01-31T05:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-31 16:52:19.996110
7,2010,Cardano,ADA,cardano,1050,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35423502481.959,36585743945.107,False,,8,,,,2024-01-31T05:50:00.000Z,0.5111292614253413,448259899.91745406,-13.72,-0.07817855,-3.3144981,9.43976534,-14.01305793,32.29994957,67.54623313,18105988660.70245,1.0948,23000816764.14,,2024-01-31T05:50:00.000Z,,,,,,2024-01-31 16:52:19.996110
8,5805,Avalanche,AVAX,avalanche,653,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,367068682.2199238,435101592.2199238,False,,9,,,,2024-01-31T05:50:00.000Z,34.9551586326729,664451750.2088958,-4.3046,-0.01452157,-2.53938437,16.76715145,-8.79222976,58.24618855,190.95626414,12830944016.083633,0.7756,25167714215.52,,2024-01-31T05:50:00.000Z,,,,,,2024-01-31 16:52:19.996110
9,74,Dogecoin,DOGE,dogecoin,886,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142874726383.70523,142874726383.70523,True,,10,,,,2024-01-31T05:51:00.000Z,0.08002858794346923,325062727.55921483,-42.6369,-0.07031489,-1.56778629,1.56696931,-10.33269489,-5.08492448,16.26317671,11434062605.297459,0.6914,11434062605.3,,2024-01-31T05:51:00.000Z,,,,,,2024-01-31 16:52:19.996110
10,1958,TRON,TRX,tron,921,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88140585764.39207,88140607987.17664,True,,11,71659659264.0,8068069767.679398,,2024-01-31T05:50:00.000Z,0.11258872635656798,220193116.5704047,-18.8084,0.24968197,0.28114292,5.09314285,5.81085646,8.94550602,12.16746788,9923636291.53475,0.5999,9923638793.57,,2024-01-31T05:50:00.000Z,,,,,,2024-01-31 16:52:19.996110
11,1975,Chainlink,LINK,chainlink,1601,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,12,,,,2024-01-31T05:50:00.000Z,15.891277167926285,682592528.2139025,59.0383,-0.72709922,5.70077218,12.51823408,6.05418954,3.76593242,39.87221094,9027834089.555965,0.5459,15891277167.93,,2024-01-31T05:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-01-31 16:52:19.996110
12,6636,Polkadot,DOT,polkadot-new,679,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1273651252.306437,1405911754.0147886,True,,13,,,,2024-01-31T05:50:00.000Z,6.841057227099888,206839883.49381053,-36.8359,0.55597705,-2.04410191,8.16165683,-15.99260302,25.01347127,46.91494467,8713121104.395775,0.5267,9617922765.47,,2024-01-31T05:50:00.000Z,,,,,,2024-01-31 16:52:19.996110
13,3890,Polygon,MATIC,polygon,1263,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9603197469.087326,10000000000.0,False,,14,,,,2024-01-31T05:50:00.000Z,0.819841502800447,343188073.86822027,9.232,1.68728109,1.38096772,13.64472622,-14.80022008,1.36544879,22.86625149,7873099844.746002,0.4762,8198415028.0,,2024-01-31T05:50:00.000Z,,,,,,2024-01-31 16:52:19.996110
